puzzle_id,template_id,variant_type,category,domain_label,gold_label,model_name,seed,temperature,top_p,option_order,raw_output,sampled_letter,sampled_label,argmax_letter,argmax_label,parsed_label,is_invalid,correct_sampled,correct_argmax,max_prob,entropy_nats,logprob_True,prob_True,logprob_False,prob_False,logprob_Unknown,prob_Unknown,logprob_Paradox,prob_Paradox,logprob_A,prob_A,logprob_B,prob_B,logprob_C,prob_C,logprob_D,prob_D
P01_abstract,P01,abstract,Transitive,Symbolic,False,Qwen/Qwen2.5-3B-Instruct,0,0.7,1.0,True|False|Unknown|Paradox,B,B,False,B,False,False,False,True,True,0.9840871550409594,0.08167479020799956,-23.48437499999967,6.32213644787098e-11,-0.0160369873046875,0.9840871550409594,-4.140625,0.015912841943364214,-19.640625,2.952454949639122e-09,-23.48437499999967,6.32213644787098e-11,-0.0160369873046875,0.9840871550409594,-4.140625,0.015912841943364214,-19.640625,2.952454949639122e-09
P01_abstract,P01,abstract,Transitive,Symbolic,False,Qwen/Qwen2.5-3B-Instruct,1,0.7,1.0,True|False|Paradox|Unknown,B,B,False,B,False,False,False,True,True,0.9944358792017284,0.03443429451644869,-22.593749999999925,1.5404748757497601e-10,-0.0055694580078125,0.9944358792017284,-5.19140625,0.00556411993191582,-21.06249999999999,7.123083658504231e-10,-22.593749999999925,1.5404748757497601e-10,-0.0055694580078125,0.9944358792017284,-21.06249999999999,7.123083658504231e-10,-5.19140625,0.00556411993191582
P01_abstract,P01,abstract,Transitive,Symbolic,False,Qwen/Qwen2.5-3B-Instruct,2,0.7,1.0,True|Unknown|False|Paradox,C,C,False,C,False,False,False,True,True,0.9999501234992249,0.0005440826828496659,-22.78124999999946,1.2771114928780558e-10,-4.982948303222656e-05,0.9999501234992249,-9.90625,4.986206582273214e-05,-18.0625,1.4307241228077075e-08,-22.78124999999946,1.2771114928780558e-10,-9.90625,4.986206582273214e-05,-4.982948303222656e-05,0.9999501234992249,-18.0625,1.4307241228077075e-08
P01_abstract,P01,abstract,Transitive,Symbolic,False,Qwen/Qwen2.5-3B-Instruct,3,0.7,1.0,True|Unknown|Paradox|False,D,D,False,D,False,False,False,True,True,0.9999936585370733,8.225854607964974e-05,-24.71874999999935,1.8398535932043937e-11,-6.318092346191406e-06,0.9999936585370733,-11.96875,6.339250441541499e-06,-19.93749999999999,2.194086558743148e-09,-24.71874999999935,1.8398535932043937e-11,-11.96875,6.339250441541499e-06,-19.93749999999999,2.194086558743148e-09,-6.318092346191406e-06,0.9999936585370733
P01_abstract,P01,abstract,Transitive,Symbolic,False,Qwen/Qwen2.5-3B-Instruct,4,0.7,1.0,True|Paradox|False|Unknown,D,D,Unknown,D,Unknown,Unknown,False,False,False,0.9723979100999726,0.12630567209225896,-20.81249999999849,9.146123282478778e-10,-3.589843749999999,0.027602068168934502,-0.0279693603515625,0.9723979100999726,-17.68749999999996,2.0816480642137312e-08,-20.81249999999849,9.146123282478778e-10,-17.68749999999996,2.0816480642137312e-08,-3.589843749999999,0.027602068168934502,-0.0279693603515625,0.9723979100999726
P01_abstract,P01,abstract,Transitive,Symbolic,False,Qwen/Qwen2.5-3B-Instruct,5,0.7,1.0,True|Paradox|Unknown|False,D,D,False,D,False,False,False,True,True,0.9999984941071491,2.1695999060674035e-05,-25.468749999998963,8.690853577881797e-12,-1.5497207641601562e-06,0.9999984941071491,-13.40625,1.505704058535791e-06,-22.437499999999986,1.8010160426112e-10,-25.468749999998963,8.690853577881797e-12,-22.437499999999986,1.8010160426112e-10,-13.40625,1.505704058535791e-06,-1.5497207641601562e-06,0.9999984941071491
P01_abstract,P01,abstract,Transitive,Symbolic,False,Qwen/Qwen2.5-3B-Instruct,6,0.7,1.0,False|True|Unknown|Paradox,A,A,False,A,False,False,False,True,True,0.7772894128546719,0.5304615068200068,-11.218749999999998,1.3420335882260765e-05,-0.251953125,0.7772894128546719,-1.501953125,0.2226971453315042,-17.65625,2.1477941649955747e-08,-0.251953125,0.7772894128546719,-11.218749999999998,1.3420335882260765e-05,-1.501953125,0.2226971453315042,-17.65625,2.1477941649955747e-08
P01_abstract,P01,abstract,Transitive,Symbolic,False,Qwen/Qwen2.5-3B-Instruct,7,0.7,1.0,False|True|Paradox|Unknown,D,D,Unknown,D,Unknown,Unknown,False,False,False,0.962634386323617,0.15952830642708235,-12.226562499999998,4.898464935053516e-06,-3.287109375,0.03736071396132781,-0.038055419921875,0.962634386323617,-20.49999999999997,1.2501201372003696e-09,-3.287109375,0.03736071396132781,-12.226562499999998,4.898464935053516e-06,-20.49999999999997,1.2501201372003696e-09,-0.038055419921875,0.962634386323617
P01_abstract,P01,abstract,Transitive,Symbolic,False,Qwen/Qwen2.5-3B-Instruct,8,0.7,1.0,False|Unknown|True|Paradox,B,B,Unknown,B,Unknown,Unknown,False,False,False,0.9796840150303899,0.09929160830291385,-12.8984375,2.5019894492003293e-06,-3.896484375,0.02031346651241006,-0.020538330078125,0.9796840150303899,-17.921875,1.6467750843745535e-08,-3.896484375,0.02031346651241006,-0.020538330078125,0.9796840150303899,-12.8984375,2.5019894492003293e-06,-17.921875,1.6467750843745535e-08
P01_abstract,P01,abstract,Transitive,Symbolic,False,Qwen/Qwen2.5-3B-Instruct,9,0.7,1.0,False|Unknown|Paradox|True,B,B,Unknown,B,Unknown,Unknown,False,False,False,0.6224507789948723,0.663005772325636,-11.1953125,1.3738861568116763e-05,-0.97412109375,0.3775354816224025,-0.47412109375,0.6224507789948723,-21.374999999999968,5.211570761372867e-10,-0.97412109375,0.3775354816224025,-0.47412109375,0.6224507789948723,-21.374999999999968,5.211570761372867e-10,-11.1953125,1.3738861568116763e-05
