model_key,puzzle_id,variant_type,group_name,attention_sum,attention_mean_per_token,n_scored_tokens,argmax_label,gold_label,correct_argmax
llama,P09_abstract,abstract,ASSERTION,0.0012674331665039,0.0006337165832519,2,Paradox,Paradox,True
llama,P09_abstract,abstract,CONTRADICTION,0.0018377304077148,0.0006125768025716,3,Paradox,Paradox,True
llama,P09_abstract,abstract,NEGATION,0.0005908012390136,0.0005908012390136,1,Paradox,Paradox,True
llama,P09_abstract,abstract,QUESTION_TARGET,0.0012049674987792,0.0006024837493896,2,Paradox,Paradox,True
llama,P09_artificial,artificial,ASSERTION,0.000853955745697,0.0001707911491394,5,False,Paradox,False
llama,P09_artificial,artificial,CONTRADICTION,0.0012922883033752,0.0002153813838958,6,False,Paradox,False
llama,P09_artificial,artificial,NEGATION,0.0002436637878417,0.0002436637878417,1,False,Paradox,False
llama,P09_artificial,artificial,QUESTION_TARGET,0.0016357898712158,0.0003271579742431,5,False,Paradox,False
llama,P09_belief_violating,belief_violating,ASSERTION,0.0033094882965087,0.0006618976593017,5,True,Paradox,False
llama,P09_belief_violating,belief_violating,CONTENT_TRIGGER,0.0086889266967773,0.0005111133351045,17,True,Paradox,False
llama,P09_belief_violating,belief_violating,CONTRADICTION,0.0024328231811523,0.000347546168736,7,True,Paradox,False
llama,P09_belief_violating,belief_violating,NEGATION,0.0004291534423828,0.0002145767211914,2,True,Paradox,False
llama,P09_belief_violating,belief_violating,QUESTION_TARGET,0.0029466152191162,0.0005893230438232,5,True,Paradox,False
llama,P09_familiar,familiar,ASSERTION,0.0008275508880615,0.0002068877220153,4,False,Paradox,False
llama,P09_familiar,familiar,CONTRADICTION,0.0011473894119262,0.0002294778823852,5,False,Paradox,False
llama,P09_familiar,familiar,NEGATION,0.0003166198730468,0.0003166198730468,1,False,Paradox,False
llama,P09_familiar,familiar,QUESTION_TARGET,0.0011631250381469,0.0002907812595367,4,False,Paradox,False
qwen,P09_abstract,abstract,ASSERTION,0.0015497207641601,0.00077486038208,2,Unknown,Paradox,False
qwen,P09_abstract,abstract,CONTRADICTION,0.0023460388183593,0.0007820129394531,3,Unknown,Paradox,False
qwen,P09_abstract,abstract,NEGATION,0.0005369186401367,0.0005369186401367,1,Unknown,Paradox,False
qwen,P09_abstract,abstract,QUESTION_TARGET,0.0012621879577636,0.0006310939788818,2,Unknown,Paradox,False
qwen,P09_artificial,artificial,ASSERTION,0.0032596588134765,0.0006519317626953,5,Paradox,Paradox,True
qwen,P09_artificial,artificial,CONTRADICTION,0.003615379333496,0.0006025632222493,6,Paradox,Paradox,True
qwen,P09_artificial,artificial,NEGATION,0.0005402565002441,0.0005402565002441,1,Paradox,Paradox,True
qwen,P09_artificial,artificial,QUESTION_TARGET,0.0033991336822509,0.0006798267364501,5,Paradox,Paradox,True
qwen,P09_belief_violating,belief_violating,ASSERTION,0.0019418001174926,0.0003883600234985,5,False,Paradox,False
qwen,P09_belief_violating,belief_violating,CONTENT_TRIGGER,0.0071749687194824,0.0004220569834989,17,False,Paradox,False
qwen,P09_belief_violating,belief_violating,CONTRADICTION,0.0030145645141601,0.0004306520734514,7,False,Paradox,False
qwen,P09_belief_violating,belief_violating,NEGATION,0.0007221698760986,0.0003610849380493,2,False,Paradox,False
qwen,P09_belief_violating,belief_violating,QUESTION_TARGET,0.0022186040878295,0.0004437208175659,5,False,Paradox,False
qwen,P09_familiar,familiar,ASSERTION,0.002777099609375,0.0006942749023437,4,Unknown,Paradox,False
qwen,P09_familiar,familiar,CONTRADICTION,0.0028309822082519,0.0005661964416503,5,Unknown,Paradox,False
qwen,P09_familiar,familiar,NEGATION,0.0004768371582031,0.0004768371582031,1,Unknown,Paradox,False
qwen,P09_familiar,familiar,QUESTION_TARGET,0.0030514001846313,0.0007628500461578,4,Unknown,Paradox,False
