model_key,puzzle_id,variant_type,group_name,attention_sum,attention_mean_per_token,n_scored_tokens,argmax_label,gold_label,correct_argmax
llama,P04_abstract,abstract,LOGICAL_OP,0.0014657974243164,0.0004885991414388,3,False,True,False
llama,P04_abstract,abstract,NEGATION,0.000309944152832,0.000309944152832,1,False,True,False
llama,P04_artificial,artificial,LOGICAL_OP,0.0014443397521972,0.0004814465840657,3,True,True,True
llama,P04_artificial,artificial,NEGATION,0.0002117156982421,0.0002117156982421,1,True,True,True
llama,P04_belief_violating,belief_violating,CONTENT_TRIGGER,0.0056251287460327,0.0002556876702742,22,False,True,False
llama,P04_belief_violating,belief_violating,LOGICAL_OP,0.00115966796875,0.0003865559895833,3,False,True,False
llama,P04_belief_violating,belief_violating,NEGATION,0.0002483129501342,0.0001241564750671,2,False,True,False
llama,P04_familiar,familiar,LOGICAL_OP,0.0015981197357177,0.0005327065785725,3,False,True,False
llama,P04_familiar,familiar,NEGATION,0.0003166198730468,0.0003166198730468,1,False,True,False
qwen,P04_abstract,abstract,LOGICAL_OP,0.0027029514312744,0.0009009838104248,3,False,True,False
qwen,P04_abstract,abstract,NEGATION,0.0005111694335937,0.0005111694335937,1,False,True,False
qwen,P04_artificial,artificial,LOGICAL_OP,0.0013966560363769,0.0004655520121256,3,Unknown,True,False
qwen,P04_artificial,artificial,NEGATION,0.0001931190490722,0.0001931190490722,1,Unknown,True,False
qwen,P04_belief_violating,belief_violating,CONTENT_TRIGGER,0.0088220834732055,0.0004010037942366,22,False,True,False
qwen,P04_belief_violating,belief_violating,LOGICAL_OP,0.0020341873168945,0.0006780624389648,3,False,True,False
qwen,P04_belief_violating,belief_violating,NEGATION,0.0002117753028869,0.0001058876514434,2,False,True,False
qwen,P04_familiar,familiar,LOGICAL_OP,0.0014317035675048,0.0004772345225016,3,False,True,False
qwen,P04_familiar,familiar,NEGATION,0.000213623046875,0.000213623046875,1,False,True,False
